full_text,"sentimen (positif 1, netral 2, negatif3)",anies,ganjar,prabowo
"Anies Baswedan, sebagaimana @gibran_tweet, memiliki kepedulian terhadap pemberdayaan ekonomi masyarakat lokal Kualitas kepemimpinannya di tingkat lokal menjadi modal kuat untuk memimpin bangsa ini @henkyjs761 ?t=dX18gs2tvZypZyvRaoD7Fg&amp s=09 https://t.co/LmpN8ZxwJt",positif,1,0,0
"Anies Baswedan, dengan kepeduliannya terhadap lingkungan, akan menjaga keberlanjutan alam Indonesia @iko_tank  https://t.co/QzUdqe27g4",positif,1,0,0
"Anies Baswedan adalah pemimpin yang mampu berkolaborasi dan bersinergi dengan pemimpin lainnya, sesuai dengan narasi yang disampaikan @HMudzakky  https://t.co/CRIN83b0FZ",positif,1,0,0
Anies Baswedan sebagai presiden adalah harapan baru untuk Indonesia Saya yakin beliau bisa membawa bangsa ini ke puncak kemajuan @hrdynsyhh  https://t.co/MIcLN2Zyqt,positif,1,0,0
Dukungan penuh untuk Pak Anies Baswedan sebagai calon presiden Semoga beliau dapat membawa perubahan positif yang kita harapkan @heybokjow  https://t.co/fojUKxitqC,positif,1,0,0
Energi positif banget di acara Dialog Terbuka Muhammadiyah di Edutorium UMS! Anies Baswedan dan Muhaimin Iskandar membagikan pemikiran mendalam tentang masa depan Indonesia. 🇮🇩🤝   #CerdasMemilih #MuhammadiyahUntukIndonesia #MuhammadiyahUntuk2024 #DialogTerbukaMuhammadiyah https://t.co/TUQ1kcN73d,positif,1,0,0
Inspiratif! Mendengarkan pandangan dan visi dari Calon Presiden Anies Baswedan serta Calon Wakil Presiden Muhaimin Iskandar di Edutorium UMS.   #CerdasMemilih #MuhammadiyahUntukIndonesia #MuhammadiyahUntuk2024 #DialogTerbukaMuhammadiyah https://t.co/F8qgo0MqeV,positif,1,0,0
Seru banget di Edutorium UMS! Kegiatan dialog terbuka Muhammadiyah bersama Calon Presiden Anies Baswedan dan Calon Wakil Presiden Muhaimin Iskandar hari ini. 🗣️✨  #CerdasMemilih #MuhammadiyahUntukIndonesia #MuhammadiyahUntuk2024 #DialogTerbukaMuhammadiyah https://t.co/YzXhnAejhG,positif,1,0,0
"Anies Baswedan, dengan latar belakang pendidikan yang jelas, mampu membawa pemahaman yang luas sebagai calon presiden Keberhasilannya di Jakarta menjadi bukti bahwa beliau faham akan tugas dan tanggung jawabnya sebagai pemimpin @i0098g https://t.co/RTsl09xwht",positif,1,0,0
"Anies Baswedan bukan hanya figur politik, tetapi juga pemimpin yang peduli terhadap pendidikan dan kesejahteraan masyarakat @huaisharara  https://t.co/uzRQStb05n",positif,1,0,0
Ketum Muhammadiyah Singgung Kepahlawanan AR Baswedan: Sekarang Cucunya Ada di Sini https://t.co/lnJAYtzh7X,netral,1,0,0
"Anies Baswedan, sebagai pemimpin yang selalu terbuka terhadap masukan masyarakat, akan membawa pemerintahan yang inklusif @IKHWANsaja_  https://t.co/MoGkStst7w",positif,1,0,0
"Anies Baswedan, dengan kemampuannya dalam diplomasi, akan membawa Indonesia menjadi pemain utama di dunia internasional @IJuliantoro  https://t.co/nwdWh35mdh",positif,1,0,0
,,,,
"Anies Baswedan, sebagai tokoh yang mendukung kesetaraan gender, akan mempromosikan partisipasi perempuan dalam semua aspek kehidupan @hypnotize_scum  https://t.co/VU9sM1CG1d",positif,1,0,0
"Anies Baswedan, dengan kepeduliannya terhadap pelestarian lingkungan, akan melindungi keanekaragaman hayati @iHeartRotten  https://t.co/2geopeKUnr",positif,1,0,0
"Anis Baswedan memiliki cara berbicara yang mudah dimengerti oleh kaum muda, sehingga pesannya dapat sampai dengan efektif ke generasi penerus @panjatfinang  https://t.co/Ohizidr8yq",positif,1,0,0
"Jika tingkat kepuasan public terhadap Jokowi dibawah 60 persen. Maka yang akan diuntungkan adalah pasangan Anies Baswedan-Muhaimin Iskandar.  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",netral,1,0,0
"Anies Baswedan, sebagai figur yang selalu mendengarkan aspirasi masyarakat, akan membawa semangat partisipasi publik ke tingkat nasional @Ihzasulaeman_  https://t.co/r6YvbcXd6v",positif,1,0,0
"Anies Baswedan, sebagai pemimpin yang peduli terhadap isu-isu sosial, akan membawa perubahan positif bagi kehidupan masyarakat @hwnghjsung  https://t.co/04g34zsnW7",positif,1,0,0
,,,,
Rakyat udah cerdas  Tau mana boneka partai mana manusia merdeka yg tidak di setir siapa². Gibran juga alumni banteng  Coba tanya Budiman Sudjatmiko https://t.co/F5qYzWRyjV,negatif,0,0,1
KATA MEGA  MBAK PUAN !! GANJAR CAPRES BONEKA PARTAI PDIP. https://t.co/H4lbG9udf0,negatif,0,1,0
@Megatop99 @jokowi @gibran_tweet Ganjar bukan pemimpin yg baik dan kuat .....petugas partai.Boneka https://t.co/FM7p7mBEVG,negatif,0,1,0
,,,,
,,,,
,,,,
,,,,
@CebongQarduz @LOVE_UM4M4 @jokowi Bahayanya memilih Ganjar Pranowo. Akan kuciwa tujuh turunan  karena Ganjar hanyalah kelas Boneka Mainan Partai nya! Hihihi..Hiks! https://t.co/c49MzyJiHo,negatif,0,1,0
,,,,
@feroferraferri @AndreasSolusi @wiena_kinasih @bentangnegeri @xquitavee @PS_presiden2024 @VaniaKiara3002 @Lembayung071 @gtobing2903 @YoYoAyo17845 Waspadah ...! Waspadalah...! Sesal kemudian tidak ada guna   karena kamu bukan memilih seorang Presiden tetapi Boneka Partai yg sudah terbukti track record nya sebagai kumpulan koruptor. Bahkan sekarang 4 Calegnya adalah Mantan Napi Koruptor ! Inga ..Inga..! https://t.co/ybCcr72EQr,negatif,0,1,0
ada yang bilang @ganjarpranowo adalah boneka partai. apa mereka lupa  bahwa sebelumnya @jokowi  juga diberi label boneka partai.  ternyata setelah menjabat  beliau bebas bertindak.  @PDI_Perjuangan  tidak pernah mencampuri kebijakannya.  😁 😁.,netral,0,1,0
@blantik_pedhet1 Pilih Ganjar  bukan boneka partai . https://t.co/3hNmGC0BJB,positif,0,1,0
Ingat kita nanti memilih petugas rakyat bukan petugas partai bukan boneka partai semua disetir partai bisa berabe urusan menentukan keputusan.kebijakan https://t.co/4SAUc7GA2c,netral,0,1,0
Negri rakyat penakut .... ! Selamanya jadi boneka   Bukan presiden saja sbg boneka partai @PdiperjuanganP  ASN tni polri kepala daerah hingga ke tingkat RT RW di wajibkan pilih  @ganjarpranowo  @PdiperjuanganP Dagang sih dagang tak seharusnya memaksa .. ! https://t.co/uuYjehdzTn,negatif,0,1,0
@cagubnyinyir2 @mas_alku @David68159347 Yg treak2 Ganjar boneka Partai mana suaranya?  ☺️,netral,0,1,0
,,,,
Kita berharap  Presiden mendatang seorang lelaki yang ksatria  pemberani  amanah  menempatkan kepentingan negara dan bangsanya diatas kepentingan apa dan siapapun.  Bukan cosplay apalagi boneka.  Bisa memilah  kapan sebagai Presiden  kepala keluarga  anggota partai.,netral,0,1,0
@Opiniku95098012 Pemimpin muda.  Bukan boneka partai bukan petugas partai.,positif,0,1,0
,,,,
,,,,
Gila sih capres skrg beneran ga ada yg bagus  yg satu rasis  satunya lgi punya kasus militer sama dukung amerika  trs satunya lgi itu kyknya bakalan jdi boneka partai😭😭,negatif,0,1,0
@Tan_Mar3M Prabowo mung boneka ne si petugas partai,negatif,0,0,1
@Candra4smara Ahh..sepanjang masih boneka nya Ratu Banteng...Ogah.!  Petugas Partai itu Kewenangannya Terbatas.!!  Gimana mau mimpin NKRI jika Kewenangan Terbatas? Sejak kapan Indonesia berubah jd Negara Monarki?  Ayolah..Stop Pelemahan Indonesia Sekarang.!  @jawapos  @kumparan  @kompascom,negatif,0,1,0
,,,,
@BANGSAygSUJUD @Minietweets_ @mpoklela7 @bengkeldodo @alextham878 @ignasbowo @Chaves1305 @Kimberley_2024 @Lembayung071 @are_inismyname 02 capres berdaulat..  bukan presiden boneka.. cukup sdh 9 tahun presiden kita mau dijadikan boneka.. untung aja melawan.. dan skr mereka menyebutnya penghianat partai..  yg penting tidak hianati bangsa dan negara.. partai bisa bubar .. negara harus lanjut 🇲🇨🇲🇨🇲🇨,positif,0,0,0
,,,,
@Opiniku95098012 Yg jelas ini semua pertunjukan atau pertarungan   tapi tujuannya tetap sama jgn Sampai rakyat memilih capres yg setop hilirisasi  karena sama halnya SDA negara akan dikuasai asing lagi   sudah ketahuan kan capres yg hanya boneka bukan anak partai atau pemilik partai,netral,0,1,0
,,,,
@idrisbue PDI-P ga percaya ma cawapres pilihannya  tp rakyat dipaksa milih boneka partai,negatif,0,1,0
,,,,
,,,,
@ruhutsitompul Maaf pak kami tidak mau dipimpin oleh orang yg jadi boneka partai,negatif,0,1,0
@Saifoul18 @hasyimmah @bagoesz @PoldaJogja Kesalahan Paslon 3  diusung PDI-P  buzzer yg pro Israel  Mak banteng  tidak ada koordinasi antara capres dan cawapres  kemungkinan jadi boneka partai,negatif,0,1,0
Jistru Dia Tidak Ketum Partai  Jadi Amburadul. Karena Di Awal kepemimpinan  dia harus menciptakan Kekuatan baru diluar partai-y. Dan itu tdk Mudah  Maka-y di 5 Th awal dia menjabat. Dia diAnggap Boneka. Krn tdk ada Kekuatan. Ya terpaksa sgala keputusan hrs persetujuan Partai dulu,negatif,0,0,0
"Nah kan... Gara gara Gibran gak mau jadi Boneka partai terus mereka kalap? https://t.co/c6oV4PDyV5 Pamong Bukan Politisi",positif,0,0,1
@kurawa Kurawa ini Bodoh Ya   mau menggiring Opini yg gk masuk akal.. Namanya Capres jg punya Pendapat pribadi ya Wajar  hal biasa...   Lucunya ya....  Saat Seorang Capres yang Segala Hal diatur Partai Nanti dibilang Capres Boneka..????   Skrg punya argumen pribadi salah juga... 😂😂😂😂,netral,0,0,0
,,,,
,,,,
@GURUKU_85 Kan prabowo pemilik partai ..bukan boneka menurut anggapan anda ..,netral,0,0,1
Jangan jadi boneka partai #CerdasMemilih #MuhammadiyahUntukIndonesia #MuhammadiyahUntuk2024,netral,0,0,0
Hanya Cak Imin yg Berani Menyindir Prabowo secara terang -terangan di acara Mata Najwa ... https://t.co/vKxrBLtrsH,netral,1,0,1
"Sambil beri kaos kpada Gibran  Cak Imin  Hidup Tak Semudah yang Kamu Kira"" Diperjelas lagi oleh Pak Anies ""Hidup tak semudah yang kamu kira gitu?""..  Kesian dijadiin bulan2an bginih 😔 https://t.co/eyp9IIX4Yw""",netral,1,1,0
Cak imin udah mulai aktif sindir pak lurah...? https://t.co/hHQsBdLutO,netral,1,0,0
Ada yang “ Maling Teriak Maling “  🤣🤣🤣🤣  Pilpres 2024 Jokowi Prabowo Gibran Ganjar Mahfud Anies Cak Imin Megawati https://t.co/QgXoamRJxs,netral,1,1,1
,,,,
Cak Imin: Pemilu ini ibarat sepak bola  sekali ada kecurangan penonton akan turun ke lapangan rusak semua pertandingan..  Yang setuju silahkan retweet!! https://t.co/2cXpRGFuKf,netral,1,0,0
Cak Imin sebut dana desa memperkuat desentralisasi mengurangi ketimpangan pembangunan..  Makin yakin dwitunggal AMIN mampu memenuhi harapan rakyat!! #AniesMuhaimin2024 https://t.co/qNSqpox0ny,positif,1,0,0
Hasto Kristiyanto sebelumnya bilang sudah jalin komunikasi dengan kubu Anies Imin untuk hadapi tekanan kekuasaan. Anehnya  Cak Imin bilang tidak ada komunikasi semacam itu.Kita tumggu respons Hasto berikutnya.. https://t.co/vYrNHBWUsW,netral,1,0,0
Uji nyali dan Uji Mental Istri Pak Anies yaitu Ibu Fery dan Istri Cak Imin untuk Menjadi Pembawa berita https://t.co/7JJzvbefhB,netral,1,0,0
Cak Imin mulai berani nyindir pak Lurah... Ga bahaya ta... https://t.co/8bJwCQlsPZ,netral,1,0,0
Anies Cak Imin Ingin Gratiskan PBB Untuk Sekolah &amp; Kampus Swasta... https://t.co/L1aNkuKVX7,positif,1,0,0
CAK IMIN MULAI KERAS SINDIR PAK LURAH....‼️  #TolakIjazahPalsuJilid2 #TolakIjazahPalsuJilid2 🆘🆗 https://t.co/bfDTVckogd,netral,1,0,0
"✍️ PDIP Beri Sinyal SOS  Respon Cak Imin Elegan…  by Faizal Assegaf (kritikus)  PDIP melempar bola panas bahwa kubu Ganjar dan AMIN intensif berkomunikasi. Isu itu muncul di tengah keresahan rakyat seputar pemilu curang. Cak Imin beri kode pentingnya silaturahim.  Menurut… https://t.co/ijMd6cBilF""",netral,1,0,0
Suara dari Para Pemuda Nusa Tenggara Timur...Pemuda -Pemudi yg ada di Nusa Tenggara Timur Berharap Pak Anies dan Cak Imin Datang Ke Nusa Tenggara Timur agar Keluh Kesah Warga NTT tersampaikan Langsung Oleh Pak Anies dan Cak Imin https://t.co/6zeO6pdEio,positif,1,0,0
13 tahun mata najwa  Mpud  pak basuki dan Cakimin apakah sindir gibran? https://t.co/hYaNhK9g0v,netral,1,0,1
Pak Anies dan Cak Imin tiba di Auditorium Universitas Muhammadiyah Surakarta hari ini Rabu 22 November 2023 di Sambut Meriah dan yg hadir tidak lupa Menyalakan Handphone untuk Mengabadikan Kedatangan Pak Anies dan Cak Imin https://t.co/ZtTovbTsaT,positif,1,0,0
Billboard Pak Prabowo dengan Pak Jokowi ini saya fhoto di Gronggong Cirebon  Jawa Barat.  Billboard Anies Cak Imin sepi disini. Gak percaya? Datang saja kesini. Semakin yakin  prediksi saya berat menang Anies.  Gimana @Tan_Mar3M menurut ente? Jgn marah2 ye 😆🫰 https://t.co/2k3XEZ9OnB,netral,1,0,1
Bicara Soal Gangguan Mental dan Bunuh Diri  Cak Imin: Negara Harus Hadir https://t.co/SSik9zgxYz,positif,1,0,0
Konpres Line Up Timnas AMIN atau Struktur Lengkap TIMNAS Pemenangan AMIN ada Tokoh Ulama  ada dari Kalangan PENDETA Kristen...Tokoh Ulama yg di bacakan Oleh Cak Imin yaitu Tokoh Ulama Jawa tengah ikut Masuk Struktur Timnas Pemenangan AMIN https://t.co/cedFNGjl9P,netral,1,0,0
Pasangan AMIN the best 🥰🥰   untuk Pak Anies Baswedan tetaplah jadi orang baik dan bijak . Semoga Allah Selalu menjaga Pak Anies dan Cak Imin... 💖💖💖 https://t.co/iQyCmg1oyP,positif,1,0,0
Mantap cak imin,positif,1,0,0
2024 Milih Cak Imin https://t.co/6FGxz29YbI,positif,1,0,0
Dulu Dukung Prabowo  Cak Imin Bersyukur Ijtima Ulama Kini ke Amin https://t.co/DwWWFTe2IW,netral,1,0,0
"Cak Imin: Ke Mamuju jangan lupa pilih sepatu. Kalau ingin perubahan pilih nomor 1.""  AMIN  #OrangDunguAntiPerubahan  #OrangDunguAntiPerubahan https://t.co/VBxpujtTgy""",netral,1,0,0
"Cawapres-nya Cak Imin memberi tanda mata ke Cawapres Gibran : Kuatkan Iman  Imun dan Imin"" - Lain lagi dengan Cawapres @mohmahfudmd memberi ke Najwa Shihab : ""Melangkah ke puncak  harus melalui satu tangga per tangga"" - Cukup senyum 🙂🙂 https://t.co/BcA2d87aOu""",netral,1,0,0
Mahfud &amp; Cak Imin Kompak SINDIR Gibran? 🤡 https://t.co/OaHB6PfSQ1,netral,1,0,0
Anies dan Cak Imin Jadi Anggota Kehormatan Muhammadiyah https://t.co/NJHLFocZ3g,positif,1,0,0
,,,,
@ainunnajib @cakimiNOW Walau kadang suka blunder cak Imin ini encer juga otaknya 👍😀  https://t.co/YkD2HXAtsC https://t.co/fy5KjQyAmp,netral,1,0,0
Di acara mata najwa ada yang menarik saat saling memberi hadiah..  Mahfud MD memberikan hadiah ke Gibran bila di lihat ada pesan khusus &amp; cak Imin juga memberikan pesan untuk Gibran. Dari kata-kata itu Anies mengerti apa tujuannya 😅. https://t.co/6gKg9qFfwt,netral,1,0,1
,,,,
bukan kaleng kaling juga cak imin ini  engkong wowo ampe kicep gemoy gitu😁,netral,0,0,1
"@_BungHerwin Sambil beri kaos kepada Gibran  Cak Imin:  Hidup Tak Semudah yang Kamu Kira"" Diperjelas lagi oleh Abas ""Hidup tak semudah yang kamu kira gitu?""  Kesian bocil Solo dijadiin olok2an begini 😔 https://t.co/YQbRTzFHrU""",netral,1,0,0
@ainunnajib @cakimiNOW Ganjar Ketua Pengarah Tim Jokowi Jateng skaligus Koordinator Relawan Jateng  Anies Jubir Jokowi skaligus Deputi Tim Transisi  Cak Imin Dewan Penasehat (karna Ketum). Melawan Prabowo yang saat ntu Panglimanya adalah Mahfud hahahah. Kalo Gibran? https://t.co/Gob2sWhILc,netral,1,1,1
,,,,
,,,,
Istri Cak Imin Keliling Jabar  Bicara Fokus AMIN untuk Perempuan dan Anak https://t.co/L66ItGzxtT,netral,1,0,0
,,,,
Cak Imin lebih mudah bergaul dan memberikan ruang bagi partisipasi aktif dari berbagai pihak @kucingrandom https://t.co/hLm3utPgcs,positif,1,0,0
Cak Imin menunjukkan kepemimpinan yang lebih adaptif  berbeda dengan Prabowo yang terkesan kaku dalam menghadapi perubahan @Twozoo0_0 https://t.co/YPQCTUXZni,positif,1,0,0
,,,,
Kades-deklarasi di GBK bikin keprihatinan Anies - Cak Imin  harapannya tetap lebih baik @tidusshuyin https://t.co/idVnsNsXqI,netral,1,0,0
,,,,
Tuh gaesss... Dengerin kata Cak Imin.. Hidup tak semudah ketika ada paman... Ayo berjuanglah wahai anak muda biasa 😁 https://t.co/ABQYsxc9Wx,netral,1,0,0
Eks ketua MK  Hamdan Zoelva dan mantan Juru Bicara Abdurrahman Wahid atau Gus Dur  Adhie Massardi ternyata turut bergabung dengan Tim Nasional (Timnas) Anies Baswedan-Muhaimin Iskandar alias Cak Imin (Amin).  #threadtvOne https://t.co/CU5jZFGCq9,netral,1,0,0
Waduh  gimana cak imin nih  bisa ngamuk 🤣,netral,1,0,0
"Beliau (Cak Imin) bukan cawapres instan  beliau cawapres yang bekerja dari bawah  terus sampai memimpin partai "" kata Anies. https://t.co/xTIjTD8VSz""",positif,1,0,0
Ruar biasa  Anies cak Imin santuy aja  ngga perlu tegang  ngga perlu murka  ngga perlu dendam  Semoga Allah meridhoi nya Aamiin ya Allah https://t.co/anqMSlm0LL,positif,1,0,0
cak imin aja skrg oposisi sama menaker 😂,netral,1,0,0
,,,,
,,,,
@cakimiNOW @muhammadiyah Suara dari Para Pemuda Nusa Tenggara Timur...Pemuda -Pemudi yg ada di Nusa Tenggara Timur Berharap Pak Anies dan Cak Imin Datang Ke Nusa Tenggara Timur agar Keluh Kesah Warga NTT tersampaikan Langsung Oleh Pak Anies dan Cak Imin https://t.co/OU6j5Li6xx,positif,1,0,0
team kreaktor AMIN  Anies Cak Imin Pilihanku 👍👍 https://t.co/p9QXjtRofO,positif,1,0,0
,,,,
Hahaha mau2an Cak Imin dan PKB dikendalikan oleh gerombolan FPI HTI ini 🤣 https://t.co/9ibx4oWGLy,negatif,1,0,0
Cak Imin menusuk kejantung lawan  sakit tapi tdk berdarah wasit jangan jadi pemain rusak dan penonton turun kelapangan,netral,1,0,0
Cak Imin aktif nyindir https://t.co/nVmcgvTmAG,netral,1,0,0
Anies dan Cak Imin dapat menjadi contoh bahwa pemimpin bisa tetap tegas tanpa harus menunjukkan sikap kasar @ursweettaki https://t.co/GeOpRnakAC,positif,1,0,0
,,,,
,,,,
,,,,
"bisanya @aniesbaswedan kritik IKN  dulu @cakimiNOW udh pernah potong tumpeng di titik nol IKN  kita cuman ngingetin 🤣  tiru Jokowi  Cak Imin selamatan di IKN https://t.co/jAPCp8z86C""",netral,1,0,0
Keren nih komposer EkaGustiwana mashup lagu  kolab sama mbak Najwa Shihab dan Capres Cawapres.  Semua lengkap mulai Anies Cak Imin  Prabowo Gibran  &amp; Gnjar Mahfud   Apa ??   Tunggu biarkan aku menjawab ..  ...   yg suka ngamukan &amp; gelut  di TL mending kalian dengarin ini dulu deh… https://t.co/oIMF91HSnF,netral,1,1,1
Cak Imin nyindir2  Gak bahaya ta 😂 https://t.co/GCuwe7kkDI,netral,1,0,0
Ya sudah  kita perjuangkan Pak Anies Baswedan -Cak Imin saja biar sukses jadi pemimpin di Indonesia agar tidak ada lagi pembodohan demokrasi https://t.co/CtQdficFb9,positif,1,0,0
,,,,
@cakimiNOW Salam.Tetap semangat Cak Imin‼️ Saya memilih pimpinan atas dasar agama bukan atas dasar pencitraan. Kubu sebelah paling ahli dalam pencitraan. Tapi bangsa kita makin cerdas  tak akan mau  terperosok ke dalam lubang yang sama 3X. Saya pejuang medsos dari Kulon Progo  Yogyakarta.🙏 https://t.co/jtciYVmdPT,positif,1,0,0
,,,,
@TeddGus Ini kayaknya benar2 PANIK shg mengabaikan ETIKA. Masak merayu cak Imin didepan semua kontestan dan massa pendukungnya. KATANYA YAKIN MENANG SATU PUTARAN? 😅😅😅 https://t.co/ELK8BjRLBk,netral,1,0,0
@ZulkifliLubis69 @msaid_didu @aniesbaswedan Insyaallah Anis Baswedan dan Cak Imin presiden dan wakil presiden 2024. Saya dan seluruh warga desa siap memenangkan Pak Anis Baswedan dan Cak Imin. AMIN https://t.co/k2p4RqGp43,positif,1,0,0
Denger kabar. Menteri desa itu dari PKB Adik nya Cak Imin.  Katanya ada capres mau ngasi ongkos  1juta https://t.co/sHfUnLm2r9,netral,1,0,0
Cak Imin tampaknya lebih memiliki kepribadian yang lebih bersahabat @kurniawidianto_ https://t.co/1x84I2Bj1l,positif,1,0,0
Anies dan Cak Imin terus melangkah dengan mantap  sementara narasi perintah Jokowi terus menjadi sorotan publik @kaapiin_ https://t.co/XeuzL5Wxkt,netral,1,0,0
Baleho Anies Cak Imin di beberapa tempat mulai di copot...tp yg lain ora di copot mas. Bawaslu yg adil ya jangan memihak salah satu paslon. Benerlah ya  Satpol PP dan Bawaslu JADI BUDAK REZIM INI. Kalian ikuti perintah komandan kalian hanya demi ambisi mereka. https://t.co/XezjCzTqys,netral,1,0,0
Cak Imin terlihat lebih ramah dan tidak terlalu terpengaruh oleh tekanan @kyodenme https://t.co/Q0FvuZT9Nc,positif,1,0,0
KITA SEMUA SAHABAT  INI TANGGAPAN CAK IMIN  #indonesia #damai #berita #info #pilpres https://t.co/yU7ladPPtN,netral,1,0,0
Dalam situasi yang tegang  Anies dan Cak Imin sering dianggap mampu menjaga sikap yang tenang dan berwibawa @urfavgirl____02 https://t.co/ZTcdn5QUBw,positif,1,0,0
Muda bukan hanya soal umur ...  Banyak yang usianyanya muda tapi caranya tua  . Cak Imin nih beriwa muda 👍 https://t.co/m1ZOPuofZI,positif,1,0,0
,,,,
Cak Imin pantun utk pilih no 1 langsung dilaporkan... Nah yg begini gimana?,netral,1,0,0
Cak Imin tampil lebih terbuka terhadap kerja sama lintas partai dan kelompok @kuota76gb https://t.co/D8xiA125p3,positif,1,0,0
@ainunnajib @cakimiNOW Dulu gak yakin gabungan Anies &amp; cak Imin akan spt apa. Apakah mgkin bisa saling melengkapi. Tp makin kesini makin dapet kemistrinya &amp; keduanya paham kekuatan masing2. Keliatan asik bagi tugasnya utk saling melengkapi. Keduanya masih muda  keduanya ideal utk Indonesia. Cakeb 👍,positif,1,0,0
Menurut gw  lebih logis AMIEN ini mengusung jargon KEBERLANJUTAN. Nasdem yang mencalonkan Anies masih menjadi bagian dari rezim. Anak buak Cak Imin juga masih jadi pembantu Jokowi. Kalau PKS kan memang dari awal gak diajak bagi2 kue  jadi gak usah dihitung.,netral,1,0,0
,,,,
Cak Imin memahami pentingnya menjaga citra positif  sesuatu yang mungkin kurang diperhatikan oleh Prabowo @twatwamasi https://t.co/dQygOeFsmb,positif,1,0,0
Pengakuan Cawapres Cak Imin Sebelum Tidur: Survey Kok Jelek Terus https://t.co/277lZS3FWG,netral,1,0,0
Pasangan capres-cawapres  Anies Baswedan dan Muhaimin Iskandar atau Cak Imin  menghadiri acara Diskusi &amp; Diseminasi Mahasiswa Jatim. Ini kesan Anies soal mahasiswa-mahasiswa yang hadir. https://t.co/p82cEdbyre,positif,1,0,0
Cak Imin ke Gibran : Hidup ini tak seindah yang kau kira #gibran #cakimin #cakiminow https://t.co/oBFO3JnGLR,netral,1,0,0
Cak Imin lebih terkesan sebagai pemimpin yang ramah dan mudah diajak berbicara @Kusumawin__ https://t.co/QdOvNf6PDU,positif,1,0,0
Cak Imin 🤣 Hidup tak semudah yang kamu kira  Kenak sleding https://t.co/qPXJ32DCdF,netral,1,0,0
,,,,
Seharusnya Pasangan Capres yang paling pas adalah GP dan Cak Imin. Hobi melakukan blunder.,negatif,1,0,0
Anies - Cak Imin emang lebih unggul Semoga Pemilu 2024 tetap berjalan dengan adil @tiaaa_tiyolll https://t.co/buYXPdWiwm,positif,1,0,0
Cak Imin memberikan inspirasi tentang kepemimpinan yang lebih humanis dan terbuka @uun_CR7 https://t.co/aRp5yopUe4,positif,1,0,0
@ainunnajib @cakimiNOW Pak Anies dan Cak Imin memang lumayan saling melengkapi. Bagi sebagian masyarakat bawah yg merasa pak Anies terlalu ndakik²  di situ peran cak Imin dengan gaya ngomong yg das des sat set ala wong etanan.,netral,1,0,0
Anies dan Cak Imin lebih cocok untuk memimpin dengan kepemimpinan yang lebih moderat @trickykraken https://t.co/N5cS8GO7tx,positif,1,0,0
Cak Imin menunjukkan bahwa kepemimpinan tidak harus bersifat dominan dan mendikte @kukimoci https://t.co/SbJb2ONBtt,positif,1,0,0
,,,,
Anies - Cak Imin lebih baik? Fokus pada upaya menjaga integritas Pemilu @julibenice https://t.co/n4B01WBtmU,netral,1,0,0
Cak Imin terlihat lebih bersifat pembaur  sementara Prabowo cenderung lebih menutup diri @Tommypratamuah https://t.co/18gI7B9eog,positif,1,0,1
"Hidup tak semudah yang kamu kira"" Demikuan Pesan Cak imin ke Gibran. Buat beliau mah mudah mudah aja Cak 😂 https://t.co/SXrgGfidZt""",netral,1,0,1
Cak Imin lebih mempromosikan kolaborasi dan dialog sebagai solusi atas perbedaan pendapat @kulacino_o https://t.co/bFq95CY4Z0,positif,1,0,0
@BosPurwa Kebayang pas Debat capres-cawapres  ditengilin semua sama Cak Imin,netral,1,0,0
Cak Imin membuktikan bahwa seorang pemimpin harus dapat menjaga kerukunan dan kebersamaan @KurangSsendok https://t.co/TqvTmFcVHE,positif,1,0,0
Cak Imin membuktikan bahwa politik dapat dijalankan dengan sikap yang lebih manusiawi @kunciserep88 https://t.co/atrPbqOzDL,positif,1,0,0
Cak Imin dan Mahfud Diadukan ke Bawaslu Gegara Pantun di Undian Nomor Urut  Pelapor: Pengacara Pembela Pilar Konstitusi (P3K). P3K ini ke mana ketika konstitusi ditabrak demi si buah hati? https://t.co/GeSLWeBcJ4,netral,1,1,0
Cak Imin menonjolkan sikap kepemimpinan yang lebih demokratis dan menghargai pluralitas @Kuntiproyek https://t.co/EkwJkjttOr,positif,1,0,0
,,,,
Anies Baswedan bersilaturahmi dengan suporter klub liga satu PSM Makasar.   Salah satu yang dibahas adalah berkaitan dengan tanda tangan kontrak pembangunan stadion Mattoanging Internasional.   Download #MetroTVXtend sekarang di Play store &amp; App store.   #aniesbadwedan #cakimin… https://t.co/PdCiAht8rA,netral,1,0,0
Anies - Cak Imin lebih baik? Bagaimana kita dapat mengukur kebaikan dalam konteks ini? @TegarWaluyo7 https://t.co/bnIR55WMJi,netral,1,0,0
Cak Imin lebih terbuka terhadap pertanyaan  berbeda dengan Prabowo yang terkesan menutup diri @uwojung https://t.co/GGhmjP9axm,positif,1,0,0
Cak Imin memperlihatkan sikap rendah hati yang penting dalam dunia kepemimpinan @kucinkkgaronkk https://t.co/QdbbqBZeI5,positif,1,0,0
Anies dan Cak Imin menonjolkan kepemimpinan yang lebih ramah dan inklusif dibandingkan Prabowo @lahjamalion08 https://t.co/HCnLzoXBmi,positif,1,0,0
